DEA_NME_DEAL;GLE_AMT_AGGREGATN;GLE_CDE_BRANCH;BRN_CDE_BRANCH;BRN_CDE_LOCAL_CCY;BRN_TXT_ENTITY_CDE;GLE_CDE_CURRENCY;DBR_IND_PRIM_BORR;GLE_CDE_EXPENSE;FAC_NME_FACILITY;GLE_CDE_GL_ACCOUNT;GLE_CDE_GL_SHTNAME;GLE_AMT_ENTRY;GLE_CDE_ACCTG_OPER;GLE_CDE_BUS_TRAN;GLE_CDE_PORTFOLIO;GLE_CDE_SEC_TYPE;GLE_DTE_TRAN_BUS;GLE_DTE_TRANS_EFF;GLE_TXT_DESCRIPTON;OST_NME_ALIAS;OST_CDE_RISK_TYPE;PTF_DSC_PORTFOLIO
SERIE 1: FIBRIA. CELULOSE SA 535MM USD  ;127,87;CLO  ;CLO  ;EUR;49;USD;Y;600002;TERM FACILITY                 ;969039;INTIN;127,87;CR   ;INTAC;S1SGB;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANFI9F-FI00063;SEF  ;Serie 1 SGBM Asset Mobilization
SERIE 2: FIBRIA CELULOSE SA USD 535MM   ;-7865808,6;CLO  ;CLO  ;EUR;49;USD;Y;600002;TERM FACILITY                 ;UNCOC          ;UNCOC;7865808,6;DR   ;UNCOM;S2SGB;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;Serie 2 SGBM Asset Mobilization
SERIE 2: FIBRIA CELULOSE SA USD 535MM   ;-7865808,6;CLO  ;CLO  ;EUR;49;USD;Y;600002;TERM FACILITY                 ;UNCOM          ;UNCOM;7865808,6;CR   ;UNCOM;S2SGB;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;Serie 2 SGBM Asset Mobilization
SERIE 2: FIBRIA CELULOSE SA USD 535MM   ;6910,51;CLO  ;CLO  ;EUR;49;USD;Y;600002;TERM FACILITY                 ;940033;INTRC;6910,51;DR   ;INTAC;S2SGB;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANFI9F-FI00062;SLPI ;Serie 2 SGBM Asset Mobilization
SERIE 2: FIBRIA CELULOSE SA USD 535MM   ;6910,51;CLO  ;CLO  ;EUR;49;USD;Y;600002;TERM FACILITY                 ;969039;INTIN;6910,51;CR   ;INTAC;S2SGB;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANFI9F-FI00062;SLPI ;Serie 2 SGBM Asset Mobilization
SERIE 2: FIBRIA CELULOSE SA USD 535MM   ;7865808,6;CLO  ;CLO  ;EUR;49;USD;Y;600002;TERM FACILITY                 ;UNCOC          ;UNCOC;7865808,6;CR   ;UNCOM;S2SGB;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;Serie 2 SGBM Asset Mobilization
SERIE 2: FIBRIA CELULOSE SA USD 535MM   ;7865808,6;CLO  ;CLO  ;EUR;49;USD;Y;600002;TERM FACILITY                 ;UNCOM          ;UNCOM;7865808,6;DR   ;UNCOM;S2SGB;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;Serie 2 SGBM Asset Mobilization
SERIE 2:HOLCIM FINANCE 2000MM EUR 8DEC11;-24251278,04;CLO  ;CLO  ;EUR;49;EUR;Y;600007;TRAMO CREDITO EUR & USD       ;UNCOC          ;UNCOC;24251278,04;DR   ;UNCOM;S2SGB;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;Serie 2 SGBM Asset Mobilization
SERIE 2:HOLCIM FINANCE 2000MM EUR 8DEC11;-24251278,04;CLO  ;CLO  ;EUR;49;EUR;Y;600007;TRAMO CREDITO EUR & USD       ;UNCOM          ;UNCOM;24251278,04;CR   ;UNCOM;S2SGB;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;Serie 2 SGBM Asset Mobilization
SERIE 2:HOLCIM FINANCE 2000MM EUR 8DEC11;24251278,04;CLO  ;CLO  ;EUR;49;EUR;Y;600007;TRAMO CREDITO EUR & USD       ;UNCOC          ;UNCOC;24251278,04;CR   ;UNCOM;S2SGB;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;Serie 2 SGBM Asset Mobilization
SERIE 2:HOLCIM FINANCE 2000MM EUR 8DEC11;24251278,04;CLO  ;CLO  ;EUR;49;EUR;Y;600007;TRAMO CREDITO EUR & USD       ;UNCOM          ;UNCOM;24251278,04;DR   ;UNCOM;S2SGB;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;Serie 2 SGBM Asset Mobilization
